scenario,time_s,time_h,global_max_moisture_kgkg
S0,41400.0,11.5,0.7817865771410205
S0,41700.0,11.583333333333334,0.773561311629042
S0,42000.0,11.666666666666666,0.7654665777394947
S0,42300.0,11.75,0.7575000886575532
S0,42600.0,11.833333333333334,0.7496595977516965
S0,42900.0,11.916666666666666,0.7419428981126811
S0,43200.0,12.0,0.7343478221526223
S0,43500.0,12.083333333333334,0.7268732307621801
S0,43800.0,12.166666666666666,0.7195179606165107
S0,44100.0,12.25,0.7122798661429762
S0,44400.0,12.333333333333334,0.705156841441076
S0,44700.0,12.416666666666666,0.6981468193192646
S0,45000.0,12.5,0.6912477704302085
S0,45300.0,12.583333333333334,0.6844577024650611
S0,45600.0,12.666666666666666,0.6777746594096136
S0,45900.0,12.75,0.6711967208476368
S0,46200.0,12.833333333333334,0.6647220013002995
S0,46500.0,12.916666666666666,0.6583486495983113
S0,46800.0,13.0,0.6520748482867347
S0,47100.0,13.083333333333334,0.645898813060805
S0,47400.0,13.166666666666666,0.6398187922279371
S0,47700.0,13.25,0.6338330661890139
S0,48000.0,13.333333333333334,0.6279399469318038
S0,48300.0,13.416666666666666,0.6221377775304495
S0,48600.0,13.5,0.6164249317179978
S0,48900.0,13.583333333333334,0.6108005656994939
S0,49200.0,13.666666666666666,0.6052638189667302
S0,49500.0,13.75,0.5998130861567159
S0,49800.0,13.833333333333334,0.5944467929705372
S0,50100.0,13.916666666666666,0.589163395541365
S0,50400.0,14.0,0.5839613796711924
S0,50700.0,14.083333333333334,0.5788385741016975
